pos medtmrca geno interval
7376870 16 AB out
7416870 12 AB out
7426870 14 AB out
7436870 14 AB out
7446870 13 AB out
7456870 10 AB out
7466870 16 AB out
7476870 18 AB out
7486870 13 AB out
7496870 21 AB out
7506870 16 AB out
7516870 14 AB out
7526870 17 AB out
7536870 16 AB out
7546870 12 AB out
7556870 16 AB out
7566870 18 AB out
7576870 10 AB out
7586870 20 AB out
7596870 16 AB out
7606870 18 AB out
7616870 15 AB out
7626870 17 AB out
7636870 14 AB out
7646870 16 AB out
7656870 15 AB out
7666870 11 AB out
7676870 16 AB out
7686870 19 AB out
7696870 8 AB out
7706870 14 AB out
7716870 14 AB out
7726870 14 AB out
7736870 16 AB out
7746870 17 AB out
7756870 14 AB out
7766870 16 AB out
7776870 13 AB out
7786870 9 AB out
7796870 13 AB out
7806870 14 AB out
7816870 18 AB out
7826870 18 AB out
7836870 16 AB out
7846870 18 AB out
7856870 19 AB out
7866870 18 AB out
7876870 16 AB out
7886870 19 AB out
7896870 18 AB out
7906870 18 AB out
7916870 14 AB out
7926870 20 AB out
7936870 15 AB out
7946870 17 AB out
7956870 20 AB out
7966870 14 AB out
7976870 16 AB out
7986870 16 AB out
7996870 16 AB out
8006870 18 AB out
8016870 16 AB out
8026870 18 AB out
8036870 16 AB out
8046870 20 AB out
8056870 18 AB out
8066870 13 AB out
8076870 14 AB out
8086870 14 AB out
8096870 14 AB out
8106870 15 AB out
8116870 16 AB out
8126870 16 AB out
8136870 18 AB out
8146870 21 AB out
8156870 14 AB out
8166870 15 AB out
8176870 16 AB out
8186870 17 AB out
8196870 17 AB out
8206870 19 AB out
8216870 12 AB out
8226870 20 AB out
8236870 16 AB out
8246870 19 AB out
8256870 16 AB out
8266870 20 AB out
8276870 14 AB out
8286870 16 AB out
8296870 14 AB out
8306870 9 AB out
8316870 14 AB out
8326870 16 AB out
8336870 17 AB out
8346870 18 AB out
8356870 14 AB out
8366870 14 AB out
8376870 16 AB out
8386870 18 AB out
8396870 19 AB out
8406870 17 AB out
8416870 14 AB out
8426870 16 AB out
8436870 12 AB out
8446870 12 AB out
8456870 16 AB out
8466870 14 AB out
8476870 11 AB out
8486870 18 AB out
8496870 20 AB out
8506870 16 AB out
8516870 21 AB out
8526870 15 AB out
8536870 15 AB out
8546870 17 AB out
8556870 15 AB out
8566870 12 AB out
8576870 16 AB out
8586870 17 AB out
8596870 14 AB out
8606870 19 AB out
8616870 17 AB out
8626870 18 AB out
8636870 12 AB out
8646870 16 AB out
8656870 11 AB out
8666870 14 AB out
8676870 19 AB out
8686870 15 AB out
8696870 16 AB out
8706870 12 AB out
8716870 18 AB out
8726870 18 AB out
8736870 15 AB out
8746870 18 AB out
8756870 16 AB out
8766870 20 AB out
8776870 16 AB out
8786870 18 AB out
8796870 18 AB out
8806870 16 AB out
8816870 10 AB out
8826870 20 AB out
8836870 15 AB out
8846870 18 AB out
8856870 18 AB out
8866870 18 AB out
8876870 16 AB out
8886870 17 AB out
8896870 18 AB out
8906870 14 AB out
8916870 16 AB out
8926870 18 AB out
8936870 14 AB out
8946870 17 AB out
8956870 10 AB out
8966870 19 AB out
8976870 12 AB out
8986870 12 AB out
8996870 17 AB out
9006870 18 AB out
9016870 18 AB out
9026870 16 AB out
9036870 12 AB out
9046870 14 AB out
9056870 14 AB out
9066870 18 AB out
9076870 8 AB out
9086870 15 AB out
9096870 19 AB out
9106870 16 AB out
9116870 16 AB out
9126870 18 AB out
9136870 18 AB out
9146870 18 AB out
9156870 20 AB out
9166870 18 AB out
9176870 17 AB out
9186870 16 AB out
9196870 20 AB out
9206870 14 AB out
9216870 16 AB out
9226870 18 AB out
9236870 16 AB out
9246870 18 AB out
9256870 18 AB out
9266870 18 AB out
9276870 18 AB out
9286870 10 AB out
9296870 12 AB out
9306870 18 AB out
9316870 16 AB out
9326870 12 AB out
9336870 16 AB out
9346870 14 AB out
9356870 18 AB out
9366870 20 AB out
9376870 10 AB out
9386870 11 AB out
9396870 15 AB out
9406870 13 AB out
9416870 11 AB out
9426870 14 AB out
9436870 19 AB out
9446870 17 AB out
9456870 12 AB out
9466870 10 AB out
9476870 18 AB out
9486870 14 AB out
9496870 18 AB out
9506870 18 AB out
9516870 14 AB out
9526870 14 AB out
9536870 15 AB out
9546870 15 AB out
9556870 19 AB out
9566870 16 AB out
9576870 18 AB out
9586870 16 AB out
9596870 18 AB out
9606870 16 AB out
9616870 18 AB out
9626870 15 AB out
9636870 15 AB out
9646870 18 AB out
9656870 16 AB out
9666870 14 AB out
9676870 12 AB out
9686870 15 AB out
9696870 12 AB out
9706870 14 AB out
9716870 15 AB out
9726870 19 AB out
9736870 15 AB out
9746870 18 AB out
9756870 20 AB out
9766870 15 AB out
9776870 12 AB out
9786870 18 AB out
9796870 18 AB out
9806870 14 AB out
9816870 18 AB out
9826870 19 AB out
9836870 16 AB out
9846870 18 AB out
9856870 16 AB out
9866870 14 AB out
9876870 17 AB out
9886870 11 AB out
9896870 18 AB out
9906870 14 AB out
9916870 16 AB out
9926870 20 AB out
9936870 16 AB out
9946870 16 AB out
9956870 21 AB out
9966870 17 AB out
9976870 13 AB out
9986870 10 AB out
9996870 14 AB out
10006900 20 AB out
10016900 16 AB out
10026900 12 AB out
10036900 18 AB out
10046900 18 AB out
10056900 14 AB out
10066900 16 AB out
10076900 19 AB out
10086900 18 AB out
10096900 16 AB out
10106900 20 AB out
10116900 20 AB out
10126900 14 AB out
10136900 14 AB out
10146900 16 AB out
10156900 16 AB out
10166900 19 AB out
10176900 17 AB out
10186900 15 AB out
10196900 16 AB out
10206900 17 AB out
10216900 16 AB out
10226900 16 AB out
10236900 13 AB out
10246900 16 AB out
10256900 19 AB out
10266900 17 AB out
10276900 14 AB out
10286900 18 AB out
10296900 16 AB out
10306900 12 AB out
10316900 15 AB out
10326900 16 AB out
10336900 17 AB out
10346900 10 AB out
10356900 16 AB out
10366900 12 AB out
10376900 16 AB out
10386900 14 AB out
10396900 18 AB out
10406900 14 AB out
10416900 15 AB out
10426900 20 AB out
10436900 14 AB out
10446900 12 AB out
10456900 15 AB out
10466900 15 AB out
10476900 16 AB out
10486900 16 AB out
10496900 15 AB out
10506900 11 AB out
10516900 15 AB out
10526900 13 AB out
10536900 16 AB out
10546900 14 AB out
10556900 14 AB out
10566900 14 AB out
10576900 18 AB out
10586900 15 AB out
10596900 16 AB out
10606900 20 AB out
10616900 11 AB out
10626900 14 AB out
10636900 12 AB out
10646900 18 AB out
10656900 18 AB out
10666900 14 AB out
10676900 12 AB out
10686900 10 AB out
10696900 14 AB out
10706900 14 AB out
10716900 17 AB out
10726900 16 AB out
10736900 14 AB out
10746900 14 AB out
10756900 18 AB out
10766900 12 AB out
10776900 18 AB out
10786900 15 AB out
10796900 16 AB out
10806900 18 AB out
10816900 11 AB out
10826900 12 AB out
10836900 16 AB out
10846900 17 AB out
10856900 12 AB out
10866900 22 AB out
10876900 10 AB out
10886900 13 AB out
10896900 14 AB out
10906900 17 AB out
10916900 18 AB out
10926900 19 AB out
10936900 15 AB out
10946900 14 AB out
10956900 18 AB out
10966900 16 AB out
10976900 18 AB out
10986900 18 AB out
10996900 15 AB out
11006900 18 AB out
11016900 12 AB out
11026900 14 AB out
11036900 18 AB out
11046900 18 AB out
11056900 14 AB out
11066900 16 AB out
11076900 14 AB out
11086900 14 AB out
11096900 16 AB out
11106900 16 AB out
11116900 20 AB out
11126900 19 AB out
11136900 20 AB out
11146900 16 AB out
11156900 20 AB out
11166900 16 AB out
11176900 17 AB out
11186900 14 AB out
11196900 16 AB out
11206900 16 AB out
11216900 16 AB out
11226900 16 AB out
11236900 21 AB out
11246900 16 AB out
11256900 16 AB out
11266900 11 AB out
11276900 10 AB out
11286900 10 AB out
11296900 12 AB out
11306900 19 AB out
11316900 14 AB out
11326900 20 AB out
11336900 14 AB out
11346900 15 AB out
11356900 17 AB out
11366900 17 AB out
11376900 20 AB out
11386900 12 AB out
11396900 10 AB out
11406900 14 AB out
11416900 15 AB out
11426900 18 AB out
11436900 20 AB out
11446900 17 AB out
11456900 16 AB out
11466900 16 AB out
11476900 17 AB out
11486900 17 AB out
11496900 21 AB out
11506900 18 AB out
11516900 12 AB out
11526900 16 AB out
11536900 18 AB out
11546900 14 AB out
11556900 14 AB out
11566900 12 AB out
11576900 18 AB out
11586900 16 AB out
11596900 14 AB out
11606900 12 AB out
11616900 13 AB out
11626900 12 AB out
11636900 15 AB out
11646900 15 AB out
11656900 10 AB out
11666900 10 AB out
11676900 15 AB out
11686900 14 AB out
11696900 10 AB out
11706900 14 AB out
11716900 12 AB out
11726900 16 AB out
11736900 18 AB out
11746900 14 AB out
11756900 15 AB out
11766900 14 AB out
11776900 16 AB out
11786900 18 AB out
11796900 20 AB out
11806900 15 AB out
11816900 18 AB out
11826900 13 AB out
11836900 15 AB out
11846900 16 AB out
11856900 16 AB out
11866900 17 AB out
11876900 16 AB out
11886900 14 AB out
11896900 14 AB out
11906900 12 AB out
11916900 17 AB out
11926900 18 AB out
11936900 12 AB out
11946900 16 AB out
11956900 19 AB out
11966900 14 AB out
11976900 18 AB out
11986900 19 AB out
11996900 15 AB out
12006900 20 AB out
12016900 15 AB out
12026900 16 AB out
12036900 14 AB out
12046900 14 AB out
12056900 19 AB out
12066900 18 AB out
12076900 15 AB out
12086900 16 AB out
12096900 18 AB out
12106900 16 AB out
12116900 14 AB out
12126900 16 AB out
12136900 18 AB out
12146900 12 AB out
12156900 16 AB out
12166900 16 AB out
12176900 16 AB out
12186900 16 AB out
12196900 14 AB out
12206900 17 AB out
12216900 20 AB out
12226900 18 AB out
12236900 14 AB out
12246900 17 AB out
12256900 16 AB out
12266900 20 AB out
12276900 12 AB out
12286900 9 AB out
12296900 17 AB out
12306900 16 AB out
12316900 17 AB out
12326900 20 AB out
12336900 14 AB out
12346900 16 AB out
12356900 20 AB out
12366900 18 AB out
12376900 16 AB out
12386900 12 AB out
12396900 16 AB out
12406900 14 AB out
12416900 18 AB out
12426900 15 AB out
12436900 10 AB out
12446900 16 AB out
12456900 19 AB out
12466900 14 AB out
12476900 13 AB out
12486900 17 AB out
12496900 17 AB out
12506900 14 AB out
12516900 13 AB out
12526900 14 AB out
12536900 13 AB out
12546900 15 AB out
12556900 14 AB out
12566900 16 AB out
12576900 12 AB out
12586900 16 AB out
12596900 18 AB out
12606900 18 AB out
12616900 18 AB out
12626900 16 AB out
12636900 18 AB out
12646900 18 AB out
12656900 16 AB out
12666900 16 AB out
12676900 15 AB out
12686900 16 AB out
12696900 22 AB out
12706900 18 AB out
12716900 15 AB out
12726900 18 AB out
12736900 13 AB out
12746900 12 AB out
12756900 13 AB out
12766900 12 AB out
12776900 16 AB out
12786900 11 AB out
12796900 13 AB out
12806900 14 AB out
12816900 14 AB out
12826900 13 AB out
12836900 18 AB out
12846900 16 AB out
12856900 16 AB out
12866900 14 AB out
12876900 12 AB out
12886900 16 AB out
12896900 20 AB out
12906900 18 AB out
12916900 17 AB out
12926900 14 AB out
12936900 10 AB out
12946900 12 AB out
12956900 16 AB out
12966900 13 AB out
12976900 13 AB out
12986900 15 AB out
12996900 10 AB out
13006900 14 AB out
13016900 18 AB out
13026900 14 AB out
13036900 14 AB out
13046900 14 AB out
13056900 14 AB out
13066900 15 AB out
13076900 20 AB out
13086900 16 AB out
13096900 16 AB out
13106900 14 AB out
13116900 20 AB out
13126900 15 AB out
13136900 16 AB out
13146900 13 AB out
13156900 12 AB out
13166900 8 AB out
13176900 15 AB out
13186900 12 AB out
13196900 8 AB out
13206900 14 AB out
13216900 11 AB out
13226900 10 AB out
13236900 11 AB out
13246900 14 AB out
13256900 20 AB out
13266900 18 AB out
13276900 12 AB out
13286900 10 AB out
13296900 17 AB out
13306900 9 AB out
13316900 12 AB out
13326900 11 AB out
13336900 12 AB out
13346900 12 AB out
13356900 12 AB out
13366900 12 AB out
13376900 18 AB out
13386900 16 AB out
13396900 12 AB out
13406900 20 AB out
13416900 12 AB out
13426900 10 AB out
13436900 10 AB out
13446900 16 AB out
13456900 14 AB out
13466900 18 AB out
13476900 14 AB out
13486900 18 AB out
13496900 18 AB out
13506900 18 AB out
13516900 14 AB out
13526900 14 AB out
13536900 18 AB out
13546900 16 AB out
13556900 20 AB out
13566900 10 AB out
13576900 20 AB out
13586900 10 AB out
13596900 12 AB out
13606900 17 AB out
13616900 20 AB out
13626900 14 AB out
13636900 18 AB out
13646900 16 AB out
13656900 10 AB out
13666900 20 AB out
13676900 14 AB out
13686900 14 AB out
13696900 18 AB out
13706900 18 AB out
13716900 16 AB out
13726900 14 AB out
13736900 15 AB out
13746900 11 AB out
13756900 14 AB out
13766900 12 AB out
13776900 12 AB out
13786900 14 AB out
13796900 16 AB out
13806900 10 AB out
13816900 12 AB out
13826900 16 AB out
13836900 13 AB out
13846900 12 AB out
13856900 22 AB out
13866900 18 AB out
13876900 12 AB out
13886900 15 AB out
13896900 14 AB out
13906900 9 AB out
13916900 11 AB out
13926900 16 AB out
13936900 12 AB out
13946900 14 AB out
13956900 16 AB out
13966900 18 AB out
13976900 16 AB out
13986900 18 AB out
13996900 19 AB out
14006900 13 AB out
14016900 18 AB out
14026900 11 AB out
14036900 13 AB out
14046900 12 AB out
14056900 12 AB out
14066900 12 AB out
14076900 9 AB out
14086900 10 AB out
14096900 14 AB out
14106900 8 AB out
14116900 12 AB out
14126900 14 AB in
14136900 9 AB in
14146900 8 AB in
14156900 8 AB in
14166900 8 AB in
14176900 20 AB in
14186900 16 AB in
14196900 22 AB in
14206900 20 AB in
14216900 18 AB in
14226900 17 AB in
14236900 20 AB in
14246900 18 AB in
14256900 12 AB in
14266900 17 AB in
14276900 17 AB in
14286900 17 AB in
14296900 18 AB in
14306900 20 AB in
14316900 18 AB in
14326900 16 AB in
14336900 17 AB in
14346900 19 AB in
14356900 20 AB in
14366900 18 AB in
14376900 21 AB in
14386900 20 AB in
14396900 16 AB in
14406900 20 AB in
14416900 16 AB in
14426900 18 AB in
14436900 20 AB in
14446900 18 AB in
14456900 22 AB in
14466900 17 AB in
14476900 14 AB in
14486900 14 AB in
14496900 20 AB in
14506900 22 AB in
14516900 18 AB in
14526900 18 AB in
14536900 20 AB in
14546900 17 AB in
14556900 16 AB in
14566900 18 AB in
14576900 19 AB in
14586900 16 AB in
14596900 20 AB in
14606900 14 AB in
14616900 17 AB in
14626900 17 AB in
14636900 18 AB in
14646900 19 AB in
14656900 14 AB in
14666900 18 AB in
14676900 22 AB in
14686900 12 AB in
14696900 15 AB in
14706900 14 AB in
14716900 16 AB in
14726900 20 AB in
14736900 21 AB in
14746900 14 AB in
14756900 20 AB in
14766900 16 AB in
14776900 18 AB in
14786900 19 AB in
14796900 21 AB in
14806900 16 AB in
15256900 21 AB in
15266900 19 AB in
15276900 16 AB in
15286900 18 AB in
15296900 15 AB in
15306900 16 AB in
15316900 13 AB in
15326900 18 AB in
15336900 18 AB in
15346900 14 AB in
15356900 18 AB in
15366900 20 AB in
15376900 23 AB in
15386900 18 AB in
15396900 18 AB in
15406900 14 AB in
15416900 19 AB in
15426900 20 AB in
15436900 18 AB in
15446900 19 AB in
15456900 14 AB in
15466900 16 AB in
15476900 17 AB in
15486900 18 AB in
15496900 14 AB in
15506900 20 AB in
15516900 20 AB in
15526900 8 AB in
15536900 18 AB in
15546900 19 AB in
15556900 21 AB in
15566900 14 AB in
15576900 18 AB in
15586900 16 AB in
15596900 16 AB in
15606900 19 AB in
15616900 15 AB in
15626900 13 AB in
15636900 8 AB in
15646900 16 AB in
15656900 16 AB in
15666900 16 AB in
15676900 16 AB in
15686900 11 AB in
15696900 19 AB in
15706900 17 AB in
15716900 16 AB in
15726900 14 AB in
15736900 16 AB in
15746900 16 AB in
15756900 16 AB in
15766900 15 AB in
15776900 19 AB in
15786900 14 AB in
15796900 14 AB in
15806900 18 AB in
15816900 20 AB in
15826900 11 AB in
15836900 14 AB in
15846900 18 AB in
15856900 14 AB in
15866900 12 AB in
15876900 14 AB in
15886900 12 AB in
15896900 16 AB in
15956900 11 AB in
15966900 16 AB in
15976900 5 AB in
15986900 16 AB in
15996900 20 AB in
16006900 12 AB in
16016900 20 AB in
16026900 17 AB in
16036900 16 AB in
16046900 18 AB in
16056900 18 AB in
16066900 18 AB in
16076900 12 AB in
16086900 14 AB in
16096900 16 AB in
16106900 14 AB in
16116900 17 AB in
16126900 20 AB in
16136900 18 AB in
16146900 16 AB in
16156900 16 AB in
16166900 18 AB in
16176900 16 AB in
16186900 14 AB in
16196900 16 AB in
16206900 16 AB in
16216900 19 AB in
16226900 18 AB in
16236900 8 AB in
16246900 20 AB in
16256900 16 AB in
16266900 17 AB in
16276900 16 AB in
16286900 18 AB in
16296900 16 AB in
16306900 18 AB in
16316900 14 AB in
16326900 16 AB in
16336900 16 AB in
16346900 14 AB in
16356900 19 AB in
16366900 17 AB in
16376900 14 AB in
16386900 18 AB in
16396900 19 AB in
16406900 17 AB in
16416900 16 AB in
16426900 18 AB in
16436900 22 AB in
16446900 16 AB in
16456900 22 AB in
16466900 19 AB in
16476900 18 AB in
16486900 12 AB in
16496900 19 AB in
16506900 19 AB in
16516900 19 AB in
16526900 19 AB in
16536900 20 AB in
16546900 13 AB in
16556900 20 AB in
16566900 16 AB in
16576900 21 AB in
16586900 12 AB in
16596900 17 AB in
16606900 18 AB in
16616900 17 AB in
16626900 20 AB in
16636900 14 AB in
16646900 18 AB in
16656900 16 AB in
16666900 20 AB in
16676900 18 AB in
16686900 20 AB in
16696900 19 AB in
16706900 16 AB in
16716900 18 AB in
16726900 20 AB in
16736900 20 AB in
16746900 21 AB in
16756900 18 AB in
16766900 18 AB in
16776900 18 AB in
16786900 20 AB in
16796900 18 AB in
16806900 18 AB in
16816900 15 AB in
16826900 12 AB in
16836900 13 AB in
16846900 22 AB in
16856900 18 AB in
16866900 16 AB in
16876900 22 AB in
16886900 19 AB in
16896900 20 AB in
16906900 21 AB in
16916900 18 AB in
16926900 16 AB in
16936900 14 AB in
16946900 20 AB in
16956900 20 AB in
16966900 17 AB in
16976900 15 AB in
16986900 16 AB in
17006900 22 AB in
17016900 16 AB in
17026900 19 AB in
17036900 15 AB in
17046900 14 AB in
17056900 20 AB in
17066900 18 AB in
17076900 17 AB in
17086900 20 AB in
17096900 17 AB in
17106900 16 AB in
17116900 20 AB in
17126900 16 AB in
17416900 20 AB in
17426900 16 AB in
17436900 16 AB in
17446900 16 AB in
17476900 16 AB in
17486900 16 AB in
17506900 16 AB in
17516900 15 AB in
17526900 16 AB in
17536900 20 AB in
17546900 18 AB in
17556900 14 AB in
17566900 14 AB in
17576900 18 AB in
17586900 18 AB in
17596900 20 AB in
17606900 16 AB in
17616900 18 AB in
17626900 18 AB in
17636900 16 AB in
17646900 18 AB in
17656900 16 AB in
17666900 20 AB in
17676900 19 AB in
17686900 20 AB in
17696900 20 AB in
17706900 18 AB in
17716900 16 AB in
17726900 16 AB in
17736900 18 AB in
17746900 20 AB in
17756900 16 AB in
17766900 18 AB in
17776900 18 AB in
17786900 18 AB in
17796900 14 AB in
17806900 18 AB in
17816900 20 AB in
17826900 16 AB in
17836900 21 AB in
17846900 18 AB in
17856900 20 AB in
17866900 20 AB in
17876900 18 AB in
17886900 22 AB in
17896900 18 AB in
17906900 18 AB in
17916900 18 AB in
17926900 14 AB in
17936900 17 AB in
17946900 20 AB in
17956900 20 AB in
17966900 16 AB in
17976900 20 AB in
17986900 18 AB in
17996900 17 AB in
18006900 19 AB in
18016900 16 AB in
18026900 18 AB in
18036900 18 AB in
18046900 19 AB in
18056900 18 AB in
18066900 20 AB in
18076900 17 AB in
18086900 20 AB in
18096900 17 AB in
18106900 18 AB in
18116900 20 AB in
18126900 18 AB in
18136900 19 AB in
18146900 18 AB in
18156900 18 AB in
18166900 20 AB in
18176900 20 AB in
18186900 18 AB in
18196900 20 AB in
18206900 24 AB in
18216900 16 AB in
18226900 16 AB in
18236900 14 AB in
18246900 20 AB in
18256900 20 AB in
18266900 20 AB in
18276900 21 AB in
18286900 18 AB in
18296900 20 AB in
18306900 19 AB in
18316900 16 AB in
18326900 17 AB in
18336900 21 AB in
18346900 18 AB in
18356900 19 AB in
18366900 20 AB in
18376900 22 AB in
18386900 22 AB in
18396900 18 AB in
18406900 18 AB in
18416900 22 AB in
18426900 18 AB in
18436900 16 AB in
18446900 16 AB in
18456900 23 AB in
18466900 18 AB in
18476900 20 AB in
18486900 13 AB in
18496900 20 AB in
18506900 17 AB in
18516900 21 AB in
18526900 16 AB in
18536900 14 AB in
18546900 16 AB in
18556900 18 AB in
18566900 14 AB in
18576900 18 AB in
18586900 16 AB in
18596900 18 AB in
18606900 18 AB in
18616900 16 AB in
18626900 18 AB in
18636900 20 AB in
18646900 14 AB in
18656900 15 AB in
18666900 16 AB in
18676900 18 AB in
18686900 16 AB in
18696900 18 AB in
18706900 18 AB in
18716900 15 AB in
18726900 20 AB in
18736900 18 AB in
18746900 20 AB in
18756900 19 AB in
18766900 18 AB in
18776900 22 AB in
18786900 17 AB in
18796900 20 AB in
18806900 17 AB in
18816900 19 AB in
18826900 16 AB in
18836900 20 AB in
18846900 17 AB in
18856900 18 AB in
18866900 18 AB in
18876900 18 AB in
18886900 18 AB in
18896900 21 AB in
18906900 18 AB in
18916900 17 AB in
18926900 17 AB in
18936900 19 AB in
18946900 16 AB in
18956900 20 AB in
18966900 20 AB in
18976900 20 AB in
18986900 20 AB in
18996900 16 AB in
19006900 19 AB in
19016900 16 AB in
19026900 22 AB in
19036900 22 AB in
19046900 19 AB in
19056900 6 AB in
19066900 4 AB in
19076900 16 AB in
19086900 16 AB in
19096900 16 AB in
19106900 22 AB in
19116900 18 AB in
19126900 29 AB in
19136900 24 AB in
19146900 18 AB in
19156900 20 AB in
19166900 17 AB in
19176900 18 AB in
19186900 20 AB in
19196900 20 AB in
19206900 18 AB in
19216900 14 AB in
19226900 17 AB in
19236900 22 AB in
19246900 16 AB in
19256900 20 AB in
19266900 22 AB in
19276900 18 AB in
19286900 16 AB in
19296900 19 AB in
19306900 18 AB in
19316900 20 AB in
19326900 19 AB in
19336900 22 AB in
19346900 18 AB in
19356900 15 AB in
19366900 16 AB in
19376900 16 AB in
19386900 19 AB in
19396900 20 AB in
19406900 16 AB in
19416900 16 AB in
19426900 21 AB in
19436900 18 AB in
19446900 20 AB in
19456900 18 AB in
19466900 18 AB in
19476900 18 AB in
19486900 22 AB in
19496900 19 AB in
19506900 19 AB in
19516900 18 AB in
19526900 18 AB in
19536900 21 AB in
19546900 20 AB in
19556900 18 AB in
19566900 17 AB in
19576900 16 AB in
19586900 16 AB in
19596900 16 AB in
19606900 16 AB in
19616900 18 AB in
19626900 20 AB in
19636900 18 AB in
19646900 18 AB in
19656900 16 AB in
19666900 18 AB in
19676900 20 AB in
19686900 19 AB in
19696900 18 AB in
19706900 18 AB in
19716900 22 AB in
19726900 19 AB in
19736900 20 AB in
19746900 20 AB in
19756900 18 AB in
19766900 17 AB in
19776900 20 AB in
19786900 18 AB in
19796900 20 AB in
19806900 20 AB in
19816900 21 AB in
19826900 19 AB in
19836900 20 AB in
19846900 21 AB in
19856900 20 AB in
19866900 16 AB in
19876900 20 AB in
19886900 20 AB in
19896900 16 AB in
19906900 19 AB in
19916900 20 AB in
19926900 16 AB in
19936900 15 AB in
19946900 18 AB in
19956900 19 AB in
19966900 19 AB in
19976900 17 AB in
19986900 18 AB in
19996900 20 AB in
20006900 19 AB in
20016900 18 AB in
20026900 18 AB in
20036900 19 AB in
20046900 22 AB in
20056900 17 AB in
20066900 22 AB in
20076900 20 AB in
20086900 13 AB in
20096900 20 AB in
20106900 18 AB in
20116900 19 AB in
20126900 18 AB in
20136900 16 AB in
20146900 16 AB in
20156900 18 AB in
20166900 20 AB in
20176900 18 AB in
20186900 20 AB in
20196900 20 AB in
20206900 17 AB in
20216900 20 AB in
20226900 22 AB in
20236900 22 AB in
20246900 16 AB in
20256900 20 AB in
20266900 18 AB in
20276900 20 AB in
20286900 19 AB in
20296900 20 AB in
20306900 18 AB in
20316900 18 AB in
20326900 18 AB in
20336900 18 AB in
20346900 18 AB in
20356900 18 AB in
20366900 16 AB in
20376900 15 AB in
20386900 16 AB in
20396900 14 AB in
20406900 12 AB in
20416900 14 AB in
20426900 23 AB in
20436900 14 AB in
20446900 18 AB in
20456900 18 AB in
20466900 17 AB in
20476900 18 AB in
20486900 18 AB in
20496900 16 AB in
20506900 18 AB in
20516900 19 AB in
20526900 18 AB in
20536900 20 AB in
20546900 18 AB in
20556900 20 AB in
20566900 20 AB in
20576900 18 AB in
20586900 20 AB in
20596900 18 AB in
20606900 16 AB in
20616900 23 AB in
20626900 22 AB in
20636900 16 AB in
20656900 18 AB in
20666900 18 AB in
20676900 19 AB in
20686900 22 AB in
20696900 20 AB in
20706900 17 AB in
20716900 20 AB in
20726900 21 AB in
20736900 20 AB in
20746900 20 AB in
20756900 14 AB in
20766900 19 AB in
20776900 16 AB in
20786900 18 AB in
20796900 12 AB in
20806900 18 AB in
20816900 18 AB in
20826900 15 AB in
20836900 22 AB in
20846900 22 AB in
20856900 18 AB in
20866900 16 AB in
20876900 16 AB in
20886900 18 AB in
20896900 18 AB in
20906900 18 AB in
20916900 20 AB in
20926900 19 AB in
20936900 18 AB in
20946900 18 AB in
20956900 13 AB in
20966900 18 AB in
20976900 20 AB in
20986900 16 AB in
20996900 14 AB in
21006900 20 AB in
21016900 22 AB in
21026900 11 AB in
21036900 18 AB in
21046900 17 AB in
21056900 18 AB in
21066900 20 AB in
21076900 18 AB in
21086900 16 AB in
21096900 16 AB in
21106900 14 AB in
21116900 17 AB in
21126900 22 AB in
21136900 18 AB in
21146900 16 AB in
21156900 19 AB in
21166900 21 AB in
21176900 16 AB in
21186900 18 AB in
21196900 20 AB in
21206900 18 AB in
21216900 17 AB in
21226900 14 AB in
21236900 12 AB in
21246900 12 AB in
21256900 19 AB in
21266900 20 AB in
21276900 16 AB in
21286900 18 AB in
21296900 16 AB in
21306900 19 AB in
21316900 18 AB in
21326900 18 AB in
21336900 14 AB in
21346900 16 AB in
21356900 19 AB in
21366900 16 AB in
21376900 20 AB in
21386900 18 AB in
21396900 18 AB in
21406900 18 AB in
21416900 16 AB in
21426900 18 AB in
21436900 17 AB in
21446900 22 AB in
21456900 21 AB in
21466900 18 AB in
21476900 19 AB in
21486900 20 AB in
21496900 15 AB in
21506900 15 AB in
21516900 20 AB in
21526900 18 AB in
21536900 16 AB in
21546900 15 AB in
21556900 20 AB in
21566900 18 AB in
21576900 13 AB in
21586900 16 AB in
21596900 15 AB in
21606900 14 AB in
21616900 14 AB in
21626900 16 AB in
21636900 20 AB in
21646900 18 AB in
21656900 21 AB in
21666900 16 AB in
21676900 18 AB in
21686900 18 AB in
21696900 17 AB in
21706900 17 AB in
21716900 21 AB in
21726900 17 AB in
21736900 14 AB in
21746900 16 AB in
21756900 20 AB in
21766900 20 AB in
21776900 18 AB in
21786900 14 AB in
21796900 19 AB in
21806900 15 AB in
21816900 20 AB in
21826900 16 AB in
21836900 16 AB in
21846900 20 AB in
21856900 18 AB in
21866900 19 AB in
21876900 16 AB in
21886900 12 AB in
21896900 15 AB in
21906900 13 AB in
21916900 14 AB in
21926900 16 AB in
21936900 15 AB in
21946900 14 AB in
21956900 12 AB in
21966900 11 AB in
21976900 14 AB in
21986900 10 AB in
21996900 19 AB in
22006900 18 AB in
22016900 14 AB in
22026900 17 AB in
22036900 17 AB in
22046900 17 AB in
22056900 16 AB in
22066900 16 AB in
22076900 18 AB in
22086900 18 AB in
22096900 14 AB in
22106900 16 AB in
22116900 16 AB in
22126900 19 AB in
22136900 20 AB in
22146900 18 AB in
22156900 19 AB in
22166900 14 AB in
22176900 18 AB in
22186900 20 AB in
22196900 16 AB in
